公司名稱,產業類別,聯絡人,產業描述,電話,資本額,傳真,員工人數,地址,公司網址,官方,地址相同,資本額誤差
永翔洗衣企業有限公司,洗衣服務業,暫不提供,洗衣、被單、毛巾等,暫不提供,1500萬元,暫不提供,80人,暫不提供,,,,
信鑫食品行有限公司,儲配╱運輸物流業,林小姐,全聯消費及國防部福利站商品批發代送業,06-2321145,1600萬元,06-2330934,60人,臺南市永康區王行路462巷22號,,,,
昕霈中醫診所,診所,蔡小姐,診所,06-2229600,暫不提供,暫不提供,暫不提供,臺南市中西區淺草里民生路二段391號1、2樓,,,,
愛焙克烘焙工作室,其他餐飲業,暫不提供,其他餐飲業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
澤通實業社,其他相關製造業,林小姐,其他相關製造業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市安定區安加里262-20號,,,,
鈺強五金實業有限公司,其他金屬相關製造業,方小姐,其他金屬相關製造業,06-3843185,暫不提供,暫不提供,20人,臺南市安南區工業七路30號,http://www.yuhchyang.com,,,
希臘轉角_西臘轉角美食專賣店,餐館業,暫不提供,餐館業,暫不提供,30萬元,暫不提供,4人,暫不提供,,,,
滋元有限公司,餐館業,暫不提供,連鎖餐飲業,暫不提供,450萬元,暫不提供,5人,暫不提供,,,,
亞光應用材料科技股份有限公司,其他金屬相關製造業,蘇小姐,其他金屬相關製造業,06-6231030,8503萬元,暫不提供,暫不提供,臺南市柳營區柳營科技工業區大農里工一路18號,,,,
台南市私立金忠文理短期補習班,補習班,王先生,補習班,06-2686366,400萬元,暫不提供,14人,臺南市東區崇善路42號,,,,
三希堂建材有限公司,建材╱傢俱批發業,林小姐,建材╱傢俱批發業,暫不提供,1500萬元,暫不提供,15人,臺南市安平區永華路二段816號,http://www.sanshitangtiles.com/,,,
珀春有限公司附設臺南市私立秉心居家長照機構,其他醫療保健服務業,黃主任,其他醫療保健服務業,06-2504766,暫不提供,暫不提供,暫不提供,臺南市北區文成三路950號2樓,,,,
沐府海旅開發有限公司,其他住宿服務業,黃先生,休閒觀光旅店,06-2993688,2000萬元,06-2931258,12人,臺南市安平區安億路288號,,,,
茂成科技有限公司,管線╱管道工程相關業,暫不提供,電信相關,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
PG美人網_霈姬時尚股份有限公司,網際網路相關業,人資課,網路、門市女包零售,暫不提供,8000萬元,暫不提供,130人,臺南市永康區中華路1-137號20樓,http://www.PGmall.com.tw,,,
成霖企業社,其他金融及輔助業,陳先生,協助客戶、客戶資料整理、與客戶保持良好關係、電話專訪,06-2219211,暫不提供,暫不提供,15人,臺南市中西區淺草里康樂街122號9樓,,,,
喧宵居酒屋_米花企業社西門分店,餐館業,暫不提供,餐館業,暫不提供,100萬元,暫不提供,5人,暫不提供,,,,
尚格國際事業有限公司,人力派遣服務,營業部,半導體科技設備,暫不提供,200萬元,暫不提供,暫不提供,臺南市東區富裕里東門路二段297號13樓,,,,
保證責任臺南市歸仁果菜生產合作社,農╱畜╱水產品批發業,陳小姐,加工代工農產品，目前主力為生產地瓜。,06-2782660,暫不提供,暫不提供,43人,臺南市歸仁區中正南路三段96巷16號,,,,
旻陽企業有限公司,空調水機電工程業,暫不提供,空調水機電工程業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
常蔚電子工業股份有限公司,其他電子零組件相關業,暫不提供,工業感測器製造廠,暫不提供,3000萬元,暫不提供,140人,暫不提供,https://www.scanelectech.com.tw/,,,
中崙土雞肉品_中崙屠宰場,屠宰業,胡小姐,土雞肉品,06-5935330,暫不提供,06-5935880,暫不提供,臺南市安定區新吉里新吉283之9號,,,,
博鉉企業有限公司,專用生產機械製造修配業,暫不提供,填充機、攪拌機機械製造修配業,暫不提供,暫不提供,暫不提供,15人,暫不提供,http://www.bohsheuan.com.tw,,,
木膠股份有限公司,合成樹脂╱塑膠及橡膠製造業,暫不提供,木工膠水製造及銷售,暫不提供,1600萬元,暫不提供,13人,暫不提供,http://www.woodglue.com.tw,,,
亞洲蔬菜研究發展中心,國際組織及外國機構,謝小姐,非營利國際農業研發組織,06-5837801,暫不提供,06-5830009,暫不提供,臺南市善化區益民寮60號,http://worldveg.org,,,
佳榮營造股份有限公司,建築工程業,沈小姐,建築工程業,06-7222163,7000萬元,06-7231660,暫不提供,臺南市佳里區興中街77號,,,,
鋒汶股份有限公司,其他金屬相關製造業,游小姐,其他金屬相關製造業,06-5551618,暫不提供,06-5551683,80人,臺南市關廟區長裕街5號,,,,
素材布屋,鞋類╱布類╱服飾品批發業,暫不提供,鞋類╱布類╱服飾品批發業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
小葉布丁_尚旺商行,食品什貨零售業,暫不提供,食品什貨零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
克林姆之屋,其他餐飲業,克林姆之屋,其他餐飲業,暫不提供,20萬元,暫不提供,暫不提供,臺南市中西區西門路一段713號,http://www.creamhouse.com.tw/,,,
統一超商新永健門市_康雋企業社,其他零售業,暫不提供,其他零售業,暫不提供,暫不提供,暫不提供,6人,暫不提供,,,,
盛豐科技有限公司,其他機械製造修配業,鮑小姐,機械設備零件製造銷售,暫不提供,1000萬元,暫不提供,40人,臺南市仁德區仁德里文華路3段428巷53弄22號,http://www.sflinear.com.tw,,,
大贏家運動彩券行,社會福利服務業,暫不提供,社會福利服務業,暫不提供,1萬元,暫不提供,暫不提供,暫不提供,,,,
致寬科技股份有限公司,精密儀器相關製造業,李小姐,化學分析儀器銷售與維護保養,06-2891943,1100萬元,06-2891743,10人,臺南市東區中華東路2段77號8樓之2,http://www.widetron.com.tw,,,
徠碩企業有限公司,汽車及其零件製造業,李小姐,汽車及其零件製造業,暫不提供,2000萬元,暫不提供,60人,臺南市安定區六嘉里97之10號,https://www.armaspeed.com,,,
橄饗家西班牙嚴選美食有限公司,餐館業,李先生,西班牙料理餐館,暫不提供,200萬元,暫不提供,10人,臺南市安平區安北路590號,https://www.naforst.com/,,,
榮慶科技有限公司,通用機械設備製造修配業,張小姐,專用機械設備製造修配業,06-5975949,800萬元,暫不提供,暫不提供,臺南市安定區安定256之86號,https://www.rinngo.com.tw,,,
吉祥健康事業有限公司,其他醫療保健服務業,王主任,日間照顧機構,06-2921777,500萬元,暫不提供,10人,臺南市南區新興里西門路一段433號2樓,,,,
德雅企業社,建物裝修及裝潢業,暫不提供,廚具流理台,暫不提供,暫不提供,暫不提供,4人,暫不提供,,,,
嘉悅國際實業有限公司,景觀設計業,暫不提供,土木工程、庭園景觀工程,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
手握幸福烘培坊,食品什貨零售業,林小姐,食品什貨零售業,暫不提供,20萬元,暫不提供,15人,臺南市善化區光文里忠孝路28號1樓,http://www.facebook.com/holdinghappinesslin/,,,
湧旺興業有限公司,汽車及其零件製造業,暫不提供,汽車及其零件製造業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
PEKOPEKO_呸扣冷飲店,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,10人,暫不提供,,,,
Q哥_汎雲有限公司,電子通訊/電腦週邊批發業,張先生,3C配件,暫不提供,3000萬元,暫不提供,160人,臺南市東區崇善路301號,https://www.qek888.com/,,,
利威豐科技股份有限公司,電腦軟體服務業,張先生,手機遊戲開發公司,06-3123363,2000萬元,暫不提供,30人,臺南市永康區小東路689號16樓A3,http://www.nnfwin.com/,,,
侯世婷小兒科診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,6人,暫不提供,,,,
盛群辦公設備有限公司,電子通訊／電腦週邊零售業,顏小姐,販售3C產品.影印機.列表機.資訊軟體,06-2437200,1000萬元,06-2437322,15人,臺南市永康區正南一街199號,http://www.fatbees.com.tw,,,
皆盛機電股份有限公司,電力機械器材製造修配業,暫不提供,電力機械器材製造修配業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
永旭保險經紀人股份有限公司_台南營業部(林美緣),人身保險業,暫不提供,人身保險業,暫不提供,6000萬元,暫不提供,5000人,暫不提供,https://www.yungshiu.com/store.php?act=view&id=151,,,
佳里自助餐_佳里全自助餐,餐館業,辛小姐,自助餐/中式自助餐/餐館業/餐飲業/便當店,06-7233772,暫不提供,暫不提供,暫不提供,臺南市佳里區中山路71號,,,,
聿富貿易有限公司,鐘錶／眼鏡批發業,暫不提供,鐘錶／眼鏡批發業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
住商不動產長榮開元店_百澄不動產有限公司,不動產經營業,許小姐,不動產經營業,暫不提供,200萬元,暫不提供,暫不提供,臺南市北區長榮路五段10號1樓,,,,
國信開發建設股份有限公司,不動產經營業,蘇小姐,不動產開發建設,06-5838733,暫不提供,06-5838633,暫不提供,臺南市新市區西拉雅大道262號,,,,
安恆國際法律事務所,法律服務業,暫不提供,法律服務業,暫不提供,100萬元,暫不提供,10人,暫不提供,,,,
蔡澧華文教企業有限公司,其他教育服務業,蔡主任,其他文教補教,06-2892288,100萬元,暫不提供,10人,臺南市東區裕文路2號,http://www.nsec.idv.tw/,,,
金佳亨金屬科技有限公司,其他金屬相關製造業,鄭先生,其他金屬相關製造業,06-2707998,暫不提供,06-2707898,暫不提供,臺南市仁德區勝利路380-1號,,,,
三井電動代步車行一店,其他零售業,暫不提供,其他零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
品覓國際有限公司,飲料店業,暫不提供,飲料店業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
漫渡拾光茶飲_木烜品牌事業有限公司,飲料店業,暫不提供,飲料店業,暫不提供,10萬元,暫不提供,10人,暫不提供,,,,
興奕開發建設股份有限公司,建築工程業,蔡小姐,建設公司,06-2953739,1000萬元,06-2954052,2人,臺南市安平區光州五街56號1樓,,,,
大昇消防工程股份有限公司,建築及工程技術服務業,周小姐,消防檢修申報及工程安裝、大樓機電維修保養,暫不提供,500萬元,暫不提供,20人,臺南市永康區小東路477巷28弄2號,http://www.aaaaaa.com.tw,,,
荷蘭邨汽車旅館有限公司,旅館業,暫不提供,旅館業,暫不提供,600萬元,暫不提供,12人,暫不提供,http://www.hollandmotel.com.tw,,,
森森禮儀有限公司,殯葬服務業,暫不提供,殯葬服務業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
大台南宗教服務職業工會,宗教組織,暫不提供,大台南宗教服務職業工會,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
正翃企業有限公司,鞋類／布類／服飾品零售業,暫不提供,成衣製造業,暫不提供,2050萬元,暫不提供,50人,暫不提供,http://www.chamois.com.tw/,,,
米豆美麗工作室有限公司,藥品／化妝品及清潔用品零售業,暫不提供,化妝品零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
社團法人台南市地政士公會,職業團體,暫不提供,職業團體,暫不提供,290萬元,暫不提供,暫不提供,暫不提供,,,,
群康生技股份有限公司,醫療器材製造業,陳小姐,醫療器材製造業,06-3845868,5億,暫不提供,50人,臺南市安南區臺南科技工業區工業五路68號,http://www.ccbio.com.tw,,,
太潤生技股份有限公司,食品什貨批發業,暫不提供,生物科技產業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
仙湖農場_人與山旅宿,旅遊服務業,暫不提供,旅遊服務業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,http://www.senwho.com,,,
格榮國際有限公司,其他商品批發業,謝小姐,電動堆高機買賣、維修、租賃。電動堆高機電控制總成維修。汽車馬達研究及組裝。,06-2672526,暫不提供,06-2893964,暫不提供,臺南市仁德區文華一街26之1號,,,,
臺南市私立翔優文理短期補習班,補習班,莊主任,補習班,暫不提供,120萬元,暫不提供,15人,臺南市安南區安富街183號1-2樓,,,,
麻古茶坊友愛店_麻寶商行,飲料店業,暫不提供,飲料店業,暫不提供,20萬元,暫不提供,暫不提供,暫不提供,,,,
瑞士藥廠股份有限公司,藥品製造業,陳小姐,西藥製造與銷售,06-5893966,3億6000萬元,06-5890092,400人,臺南市新市區永就里中山路182號,http://www.swisspharm.com,,,
八寶閣御廚房_八寶閣御廚坊有限公司,餐館業,暫不提供,餐館業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
長榮大學_環境教育國際實驗學院,大專校院教育事業,劉小姐,大專校院教育事業,06-2785123,暫不提供,暫不提供,暫不提供,臺南市歸仁區長大路1號,,,,
宏泩科技股份有限公司,消費性電子產品製造業,暫不提供,消費性電子產品製造業,暫不提供,暫不提供,暫不提供,80人,暫不提供,https://gwlife.co/tw/,,,
沐心中醫診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
大登環保科技股份有限公司,環境衛生及污染防治服務業,暫不提供,環境衛生及污染防治服務業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
艾淋達美容企業有限公司,美容╱美體業,林小姐,美容/美體業,06-2556606,暫不提供,暫不提供,暫不提供,臺南市永康區東橋里東橋六街67號,,,,
請上桌國際港灣燒烤餐廳_祥禾興業有限公司,餐館業,蘇小姐,餐館業,06-3911021,暫不提供,06-3911101,暫不提供,臺南市安平區同平路127巷16弄1-5號,,,,
廣鐘企業股份有限公司,汽機車及其零配件用品／批發業,鄭小姐,汽機車及其零配件用品╱批發業,暫不提供,暫不提供,06-2500760,暫不提供,臺南市安平區安平路338號,,,,
UNHairSalon_嘿兒卡造型髮藝沙龍,美髮業,李小姐,美髮業,06-2202878,暫不提供,暫不提供,暫不提供,臺南市中西區友愛東街32號,https://www.facebook.com/unhairsalon/,,,
福興鼎循環科技股份有限公司,環境衛生及污染防治服務業,謝小姐,環境衛生及污染防治服務業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市麻豆區麻口里麻豆口10之4號2樓,,,,
麵家二眷(台南店)_眷戀麵店,餐館業,林小姐,餐館業,暫不提供,5萬元,暫不提供,暫不提供,臺南市東區長榮路2段102號,,,,
臺南市私立愛麗兒幼兒園,學前教育事業,許小姐,學前教育事業,06-2006156,300萬元,06-2006826,6人,臺南市東區裕農路469號,,,,
美光生醫科技股份有限公司,化妝品製造業,李先生,化妝品製造業,暫不提供,2150萬元,暫不提供,15人,臺南市南區新平路28號,https://www.medicon.tw/,,,
尚永眼鏡實業有限公司,塑膠製品製造業,JESSIE,太陽眼鏡與護目鏡製造商,06-2463797,暫不提供,06-2557190,暫不提供,臺南市安南區公學路二段220巷42號,https://www.sunever.com.tw,,,
正曜企業股份有限公司,電力機械器材製造修配業,暫不提供,機械業,暫不提供,2億9200萬元,暫不提供,218人,暫不提供,http://www.jernyao.com,,,
樂樂居酒屋,餐館業,吳小姐,餐館業,06-2210253,暫不提供,暫不提供,暫不提供,臺南市中西區府中街22號1樓,,,,
麥味登善化大同店_萬家津早餐店,其他餐飲業,鍾小姐,其他餐飲業,06-5819881,暫不提供,暫不提供,5人,臺南市善化區東關里大同路368號1樓,,,,
桐瑛生技事業股份有限公司,電視業,江小姐,電視業,06-3039209,暫不提供,06-3025305,暫不提供,臺南市永康區中華路425號14樓之1,,,,
威爾宣國際事業有限公司,化妝品製造業,暫不提供,有機清潔用品及化妝品製造產業,暫不提供,1430萬元,暫不提供,25人,暫不提供,http://wellsoon-shop.com,,,
有豐製糖有限公司,製糖業,吳先生,糖漿製造,06-2435578,300萬元,06-2438978,10人,臺南市永康區中正二街122號,,,,
小丸煮食茶專門冷飲店_偉安食茶專門冷飲店,飲料店業,暫不提供,飲料店業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
祥藤營造有限公司,建築工程業,黃小姐,土木工程,06-2706580,1500萬元,06-2706590,20人,臺南市仁德區中山路182號2樓,,,,
美得心科技有限公司,塑膠製品製造業,暫不提供,塑膠製品製造業,暫不提供,5000萬元,暫不提供,12人,暫不提供,,,,
蕭牙醫診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,5人,暫不提供,,,,
大小銅鋁金屬有限公司,其他零售業,暫不提供,銅和鋁零售,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
川囍紅湯串串鍋_川囍麻辣串,餐館業,蘇先生,餐館業,暫不提供,暫不提供,暫不提供,10人,臺南市東區中華東路二段71號,https://www.facebook.com/SPICYENJOYMENT/,,,
宇進企業社,其他金屬相關製造業,暫不提供,CNC铣床,暫不提供,1000萬元,暫不提供,3人,暫不提供,,,,
財團法人天主教方濟各會附設臺南市私立麻豆樂人幼兒園,學前教育事業,暫不提供,學前教育事業,暫不提供,暫不提供,暫不提供,20人,暫不提供,https://leh-ren.topschool.tw/Home/Main,,,
獨領風騷樂活展演有限公司,寵物相關服務業,莊先生,寵物相關服務業,06-2040894,暫不提供,06-3021115,暫不提供,臺南市永康區中華西街271號1樓,,,,
詠聚開發有限公司,休閒服務業,暫不提供,休閒服務業,暫不提供,100萬元,暫不提供,10人,暫不提供,,,,
慕谷慕魚mugumuyu_台悅聖伯有限公司,餐館業,葉先生,火鍋餐館業,06-2994645,暫不提供,暫不提供,8人,臺南市安平區國平里華平路49號1樓,,,,
富立建設股份有限公司,建築及工程技術服務業,沈小姐,不動產相關業,暫不提供,7億1640萬元,暫不提供,50人,臺南市安平區永華路二段768號2樓之2,http://www.fuly.com.tw,,,
上益輪胎有限公司,汽機車及其零配件用品／批發業,暫不提供,汽機車及其零配件用品╱批發業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
俊業電子有限公司,汽車及其零件製造業,人事部,電力電子與車用電子設計,06-2398199,500萬元,暫不提供,12人,臺南市歸仁區崙頂里成功十街39號,,,,
宏燿資訊股份有限公司,電子通訊╱電腦週邊零售業,戴小姐,電子通訊／電腦週邊零售業,06-2264271,100萬元,06-2294938,暫不提供,臺南市東區北門路一段252號2樓,https://www.facebook.com/HongHwaInformationSquare,,,
樂森藥局,其他醫療保健服務業,暫不提供,其他醫療保健服務業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
瑞亮手機配件有限公司,其他零售業,柳先生,手機配件,06-2643169,1000萬元,暫不提供,70人,臺南市中西區永福里忠義路二段147巷6號1樓,https://linktr.ee/relight,,,
中華豪井國際股份有限公司,家庭電器／設備及用品批發業,暫不提供,家庭電器／設備及用品批發業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,https://www.haogeen.com.tw,,,
王牌鋼鋁有限公司,建物裝修及裝潢業,劉小姐,鋁合金建材及製品相關業,06-6525533,3000萬元,06-6528988,30人,臺南市新營區新營工業區五福路27號,https://www.ykal.com,,,
惠合再生醫學生技股份有限公司,醫療器材製造業,黃先生,生技醫療器材製造業,暫不提供,1億9000萬元,暫不提供,29人,臺南市新市區南科二路9號3樓,http://www.lifefusion.com.tw,,,
福名交通股份有限公司,儲配／運輸物流業,暫不提供,儲配╱運輸物流業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
I-TEK_一德金屬工業股份有限公司,其他電子零組件相關業,高小姐,安防科技研究與開發,暫不提供,4億5300萬元,暫不提供,150人,臺南市安南區臺南科技工業區工業三路18號,https://www.klacci.com/,,,
大舜鈑金股份有限公司,其他機械製造修配業,人資組,精密製造/半導體顯示設備/粉體塗裝研發,06-3843760,暫不提供,06-3843771,250人,臺南市安南區臺南科技工業區工業二路155號,http://www.dashing.com.tw,,,
嘉佑興工程有限公司,空調水機電工程業,陳小姐,A40,06-5856757,1050萬元,06-5856657,暫不提供,臺南市善化區民生路391號,http://www.jyse.com.tw,,,
窄門咖啡_窄門冷飲店,飲料店業,暫不提供,餐飲服務業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
翔好食品有限公司,飲料製造業,暫不提供,中華豆腐,暫不提供,暫不提供,暫不提供,25人,暫不提供,https://www.facebook.com/groups/h2314913/?fref=ts,,,
尚癮茶坊_尚禾生活館,飲料店業,陳店長,飲品業,0966-800458,10萬元,暫不提供,暫不提供,臺南市善化區大成路265號,,,,
慕春職人茶飲新市店_葳霖商行,飲料店業,暫不提供,飲料店業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
工廠燒肉店,餐館業,吳小姐,餐館業,06-2761288,500萬元,暫不提供,30人,臺南市東區東光里中華東路1段218號1樓,,,,
SportsArt_力伽實業股份有限公司,醫療器材製造業,郭小姐,醫療用復健器材/運動健身器材業,暫不提供,4億255萬元,暫不提供,266人,臺南市安南區工環路11號,https://www.gosportsart.com/?lang=zh-tw,,,
法朵內衣_三悅企業有限公司,服飾品製造業,劉小姐,服飾品製造業,0931-889443,100萬元,暫不提供,10人,臺南市安平區育平九街372巷165弄30號1樓,https://www.faduobra.com/,,,
臺灣可果美股份有限公司,飲料製造業,吳先生,蕃茄相關食品加工,暫不提供,3億1600萬元,06-5839053,130人,臺南市善化區小新營394號,https://www.kagome.com.tw,,,
鍍客國際有限公司,汽機車及其零配件╱用品零售業,暫不提供,汽機車及其零配件╱用品零售業,暫不提供,暫不提供,暫不提供,7人,暫不提供,,,,
允統塑膠工業股份有限公司,塑膠製品製造業,曾小姐,製造業,06-2531264,1億,06-2534906,105人,臺南市永康區尚頂路167號,http://www.wintontile.com.tw/,,,
鴻慶玻璃股份有限公司,玻璃及玻璃製品製造業,劉小姐,玻璃及玻璃製品製造業,06-2531197,暫不提供,06-2534024,28人,臺南市永康區中正一街52號,,,,
稼穡種子有限公司,農藝及園藝業,王先生,農藝及園藝業作物育種與銷售,06-7941347,暫不提供,06-7943993,20人,臺南市將軍區西甲里西華67-30號,http://suntech-seed.com.tw,,,
Littlegarden精緻童鞋_喬棋有限公司,鞋類／布類／服飾品零售業,暫不提供,鞋類╱飾品零售業,暫不提供,100萬元,暫不提供,20人,暫不提供,http://www.lg-shoes.com/,,,
賦川建設有限公司,建築工程業,吳小姐,建築業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市北區海安路三段181巷31號1樓,,,,
怡安復健科診所,診所,暫不提供,診所,暫不提供,300萬元,暫不提供,暫不提供,暫不提供,,,,
鴻仲生物科技有限公司,其他食品製造業,江小姐,其他食品製造業,06-2636689,2000萬元,06-2636691,80人,臺南市安南區新吉工業區新吉一路138號,https://www.biospotlight.com.tw/zh-tw/about_us.php,,,
全興資源再生股份有限公司,建築工程業,江小姐,資源再生、水泥製品,06-5781821,5120萬元,06-5782788,100人,臺南市山上區明和里北勢洲21之1號,http://www.chansing.com.tw,,,
宏霖工業股份有限公司,其他相關製造業,李小姐,安全帶及零配件製造生產,暫不提供,暫不提供,暫不提供,50人,臺南市安南區工明路167號,http://www.hornling.com/,,,
大佳診所,診所,暫不提供,診所,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
栗鼎股份有限公司,環境衛生及污染防治服務業,王小姐,"水處理工程,水質化驗及水處理化學藥劑",暫不提供,4900萬元,暫不提供,60人,臺南市永康區和平東路133號,http://www.leading-wic.com,,,
能詳聯合會計師事務所,會計服務業,李先生,會計服務業,06-2973929,100萬元,06-2957177,暫不提供,臺南市安平區健康二街30號,,,,
KEJoto_嘉城工業股份有限公司,塑膠製品製造業,暫不提供,異型押出製品生產,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,http://kejoto.com/,,,
聯盈發國際有限公司,其他食品製造業,張小姐,餐飲類,06-2533058,暫不提供,暫不提供,暫不提供,臺南市永康區中正路542巷2之2號1樓,http://www.lyfh888.com,,,
臺南市私立安新社區長照機構(籌備處),其他醫療保健服務業,蔡小姐,其他醫療保健服務業,暫不提供,暫不提供,暫不提供,暫不提供,臺南市南區西門路一段223巷20號3樓,,,,
沃野餐酒館,餐館業,黃先生,餐館業,06-2086777,暫不提供,暫不提供,暫不提供,臺南市東區大學里大學路18巷20號1樓,https://www.facebook.com/ohyeah18bistro,,,
小得飲滿國際有限公司,飲料店業,暫不提供,飲料店業,暫不提供,150萬元,暫不提供,暫不提供,暫不提供,,,,
大員創意有限公司,廣告行銷公關業,暫不提供,活動行銷、場域經營、古蹟活化,暫不提供,105萬元,暫不提供,8人,暫不提供,https://www.facebook.com/LuMansion/,,,
臺南市議員陳昆和服務處,政府／民意機關,暫不提供,政府╱民意機關,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
正思惟診所,診所,洪小姐,診所,06-3507711,暫不提供,06-2598305,暫不提供,臺南市北區文賢路261號,,,,
廣騰工程顧問有限公司,建築及工程技術服務業,暫不提供,工程技術服務業,暫不提供,500萬元,暫不提供,2人,暫不提供,,,,
嘉洲藥局,其他醫療保健服務業,暫不提供,藥局,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
我們是幸福床店有限公司,建材╱傢俱零售業,人力資源部,建材╱傢俱零售業,暫不提供,1000萬元,暫不提供,60人,臺南市南區健康路二段202號,http://www.wusbedding.com.tw/index.html,,,
高群鈑金科技股份有限公司,其他金屬相關製造業,暫不提供,金屬加工製造業,暫不提供,5000萬元,暫不提供,95人,暫不提供,http://www.konzern.com.tw/,,,
小仙女百貨批發商行,綜合商品批發代理業,蕭先生,電商批發,暫不提供,20萬元,暫不提供,70人,臺南市南區安平工業區彰南里新樂路36號,https://shopee.tw/jc8634,,,
立鶴迅五金工業有限公司,金屬結構及建築組件製造業,李小姐,金屬結構及建築組件製造業,06-5950866,1600萬元,06-5950588,15人,臺南市關廟區保東路356巷455弄6號,https://www.ldw.com.tw,,,
麥登有限公司,電力機械器材製造修配業,暫不提供,小家電製造商,暫不提供,2900萬元,暫不提供,20人,暫不提供,https://www.madin.cc,,,
祥賀光電股份有限公司,光電產業,暫不提供,光電產業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,http://www.siriustek.com/index.php?temp=intro&lang=cht,,,
宏憬工業有限公司,其他機械製造修配業,暫不提供,模具製造,暫不提供,360萬元,暫不提供,暫不提供,暫不提供,,,,
優維股份有限公司,金屬家具及裝設品製造業,暫不提供,"金屬廚具－鍋具,烤盤生產製造",暫不提供,暫不提供,暫不提供,500人,暫不提供,,,,
寶陞廣告有限公司,廣告行銷公關業,許小姐,廣告行銷公關業,06-2672688,暫不提供,暫不提供,暫不提供,臺南市東區崇學路96巷8弄11號,,,,
艾森仁商行,食品什貨零售業,黃小姐,食品什貨零售業,0965-808613,暫不提供,暫不提供,暫不提供,臺南市北區長勝里開元路73巷74弄7號1樓,,,,
蔡慎國際美容有限公司,美容／美體業,黃小姐,美容╱美體業,06-2514467,暫不提供,暫不提供,暫不提供,臺南市北區成功里中華北路二段270號,http://www.bbupup.com.tw,,,
大欣牙醫診所,診所,方小姐,牙醫診所,06-3020247,100萬元,暫不提供,15人,臺南市永康區東橋五路106號,,,,
香之物語精品店,藥品／化妝品及清潔用品零售業,暫不提供,藥品╱化妝品及清潔用品零售業,暫不提供,暫不提供,暫不提供,暫不提供,暫不提供,,,,
隆仁企業股份有限公司,醫療器材製造業,暫不提供,醫療器材製造業,暫不提供,500萬元,暫不提供,20人,暫不提供,,,,
上承社,綜合商品批發代理業,暫不提供,萬種商品零售批發,暫不提供,20萬元,暫不提供,暫不提供,暫不提供,,,,
蕙騰企業有限公司,空調水機電工程業,黃惠敏,自動控制及水電工程業,06-3558806,1000萬元,06-3551601,20人,臺南市安南區北安路四段375號,,,,
千香漢堡榮譽店_阿財漢堡企業社,其他餐飲業,暫不提供,其他餐飲業,暫不提供,20萬元,暫不提供,暫不提供,暫不提供,,,,
超立駿翔企業社,其他陸上運輸業,陳小姐,其他陸上運輸業,暫不提供,20萬元,暫不提供,暫不提供,臺南市仁德區中山路,,,,
天天100剪髮,美髮業,黃先生,美髮業,暫不提供,100萬元,暫不提供,4人,臺南市中西區文賢路205號,https://www.facebook.com/tin.tin.100.car/,,,
益強機械股份有限公司,其他機械製造修配業,暫不提供,專用機械設備製造業,暫不提供,1000萬元,暫不提供,25人,暫不提供,http://www.ichiang.com.tw,,,
